surname,customer_id,country,age,gender,balance,num_products,tenure,credit_card,active_member,credit_score,salary,churn
Vasilyev,15587240,France,40,Male,0,2,4,0,1,518,194416.58,0
Sabbatini,15680767,Germany,64,Female,98362.35,2,10,1,1,717,21630.21,0
Ifeanacho,15601594,France,51,Female,144237.91,4,6,1,0,698,157143.61,1
Capon,15589969,France,34,Male,0,1,6,0,1,850,52796.31,0
Chieloka,15703728,Spain,47,Male,0,1,4,1,0,700,121798.52,1
Hanson,15617790,France,29,Female,105767.28,2,4,0,0,626,41104.82,0
Ts'ao,15662500,Spain,32,Male,0,2,9,1,0,774,10604.48,0
Bradshaw,15778526,Spain,48,Female,0,2,5,0,0,719,78563.66,0
Nkemakolam,15670584,Spain,31,Male,0,1,2,1,1,646,170821.43,1
Clunie,15748069,France,25,Female,134467.26,1,3,1,1,485,113266.09,0
Cover,15680597,Germany,38,Male,138515.02,1,1,1,1,784,171768.76,0
Esposito,15628992,Germany,32,Male,128647.98,2,2,0,0,850,54416.18,0
Hodgson,15719624,France,38,Female,121858.98,1,9,1,0,669,130755.34,0
Harvey,15812767,Spain,70,Male,0,2,3,1,1,731,141180.66,0
Dobie,15689201,France,49,Female,120108.56,1,1,0,1,721,183421.76,0
Okwudilichukwu,15614716,France,37,Female,196853.62,1,0,1,1,515,132770.11,0
Dyer,15683618,France,35,Female,121418.62,1,3,1,1,774,24400.37,0
Chase,15799631,Spain,36,Male,0,2,10,1,1,585,180318.6,0
Baresi,15692259,France,29,Female,0,2,9,1,0,695,111565.45,0
Lo,15590966,Germany,42,Female,97495.8,2,4,0,0,729,2002.5,0
Tyler,15656426,France,42,Female,0,2,3,0,0,713,82565.01,0
Ts'ui,15675256,Spain,33,Male,127343.4,1,5,0,1,555,121789.3,0
Aparicio,15751185,Spain,50,Female,158633.61,1,0,1,0,699,193785.87,0
Macleod,15789582,France,55,Male,0,1,9,1,0,587,64593.07,0
Sal,15651103,Spain,69,Female,183744.98,1,9,1,1,762,196993.69,0
Yeh,15672299,France,44,Male,0,2,6,1,1,510,175518.31,0
Udegbunam,15772250,Spain,46,Male,0,1,9,0,0,842,17268.02,0
Alexandrov,15763922,France,31,Male,79962.92,2,7,1,0,608,60901.72,0
Ozioma,15633870,France,36,Female,0,2,10,1,1,850,100750.03,0
Atkins,15624323,France,36,Male,0,2,4,1,1,642,195224.91,0
Campos,15688612,France,33,Male,140956.99,1,7,0,0,850,3510.18,0
Wood,15694644,Spain,43,Female,0,1,6,1,1,455,81250.79,0
Kerr,15587174,France,29,Male,0,2,7,1,1,726,91844.14,1
Chienezie,15579559,Spain,30,Male,145241.63,1,8,1,1,544,80676.83,0
Tsou,15775430,Germany,31,Male,138008.06,2,7,1,0,651,129912.74,0
McKinnon,15623695,France,31,Female,0,2,4,1,1,814,142029.17,0
Nwachukwu,15760849,France,39,Male,0,2,2,1,1,537,137651.6,0
Nwebube,15813095,France,37,Male,0,2,2,1,0,553,33877.29,0
Burt,15705281,Spain,38,Male,0,1,9,1,0,800,78744.39,0
Ross,15812594,France,34,Male,0,2,7,1,0,791,96734.46,0
Lees,15626322,Spain,29,Female,127570.93,2,9,1,0,699,164756.81,0
Feetham,15723105,France,28,Female,0,1,6,1,1,756,164394.65,0
Chuang,15588449,Spain,27,Female,107812.67,1,5,0,1,591,162501.83,1
Aitken,15794849,Germany,22,Male,91560.58,2,7,0,0,850,10541.38,0
Chambers,15620000,Germany,34,Male,121303.77,2,6,1,1,760,59325.21,0
Coburn,15799720,Spain,43,Male,161546.68,2,8,0,1,569,178187.28,0
Ahmed,15711287,Spain,35,Female,128415.45,1,5,1,0,661,142626.49,0
Ogochukwu,15613102,France,31,Female,57530.06,1,2,1,1,670,181893.31,1
Soto,15621440,France,38,Male,0,2,1,0,1,694,156858.2,0
Obiajulu,15677146,France,28,Female,142243.54,2,4,1,0,728,33074.51,0
Yegorova,15801169,Germany,39,Female,138341.51,1,9,1,0,764,50072.94,1
Lucchese,15722425,France,32,Male,0,2,9,1,0,639,111340.36,0
Talbot,15682421,France,30,Female,0,2,2,0,1,683,100496.84,1
Lu,15691910,Spain,30,Male,0,3,4,1,0,663,101371.05,0
Arnold,15721779,Spain,41,Male,146466.46,2,5,0,0,826,180934.67,0
Nicholson,15579548,Spain,36,Male,0,2,5,1,0,735,105152.17,0
Chukwualuka,15681075,France,58,Female,0,1,1,1,1,682,706.5,0
Wallace,15607884,France,39,Female,0,2,8,1,1,663,101168.9,0
Pisano,15767757,Spain,29,Female,120307.58,1,9,1,1,562,6795.61,0
Kelly,15791550,France,27,Male,87637.26,2,4,0,0,696,196111.35,0
Brady,15658589,Spain,38,Male,94652.04,1,2,1,1,850,171960.76,0
Palmer,15670822,France,22,Female,114415.84,1,7,1,1,719,177497.4,0
Tan,15629744,France,71,Female,0,2,8,0,1,804,147995.96,0
L?,15660768,France,40,Male,84315.02,1,1,0,0,604,36209.1,0
Mordvinova,15726310,Spain,27,Female,0,2,3,1,0,782,143614.01,0
Corones,15641298,Germany,42,Male,93955.83,2,9,1,0,512,14828.54,0
Clements,15625675,France,36,Male,67087.69,1,1,1,0,569,154775.7,0
Morrice,15713354,Germany,22,Female,101528.61,1,6,1,0,597,70529,1
Hsiung,15633866,Germany,30,Male,110824.52,1,1,1,1,753,57896.27,0
Barrett,15704231,France,33,Female,0,1,8,1,1,430,69759.91,0
Kanayochukwu,15735400,France,28,Male,179960.2,1,8,1,0,756,89938.08,0
Tardent,15632826,France,38,Male,134006.77,1,3,1,0,493,89578.32,0
Bowhay,15751022,Germany,37,Female,121532.17,2,10,1,1,777,73464.88,0
Lei,15664737,Spain,38,Female,0,2,7,1,1,779,138542.87,0
Baker,15681126,Spain,38,Female,0,1,2,1,1,702,161888.63,0
Pisano,15738954,France,35,Male,129717.3,2,7,0,0,551,86937.2,0
Castillo,15662263,Germany,22,Male,94762.16,2,4,1,1,749,42241.54,0
Gibson,15621611,Germany,55,Male,155196.17,1,5,0,1,742,121207.66,1
Lindsay,15783752,Germany,29,Male,129514.99,1,4,1,1,752,102930.46,0
Macnamara,15709474,Germany,57,Female,113386.36,2,3,1,1,740,65121.63,1
Romano,15701280,France,24,Male,0,1,3,0,1,576,78498.04,1
Aksakova,15671104,Spain,43,Male,172196.23,1,3,1,1,637,104769.96,0
Farnsworth,15796434,France,28,Male,97612.12,1,5,1,1,724,96498.14,0
Giordano,15781505,France,20,Male,104719.94,2,4,1,0,685,38691.34,0
Arnold,15625819,France,38,Female,0,1,7,1,0,625,164804.02,0
Thompson,15753174,Germany,37,Male,139592.98,3,9,1,0,571,104152.65,1
Koch,15654067,Spain,29,Female,0,2,4,1,0,584,88866.92,0
Jones,15724719,France,22,Female,139096.85,1,7,1,0,550,129890.94,0
Otitodilinna,15624695,Spain,72,Female,140301.72,1,7,0,1,662,179258.67,0
Fleetwood-Smith,15718216,Spain,43,Male,0,1,3,1,0,803,72051.44,0
Chinonyelum,15586300,France,66,Male,0,2,7,1,1,615,74580.8,0
Montague,15783349,Spain,39,Male,111233.09,1,1,1,1,481,123995.15,0
Milani,15725767,France,23,Male,0,2,3,1,0,701,38960.59,0
Palermo,15791925,France,29,Male,147737.63,1,10,0,1,751,94951.27,0
Anderson,15793585,France,35,Male,0,2,8,1,1,675,56642.97,0
Crawford,15576641,Germany,40,Male,125725.02,2,5,1,1,733,50783.1,0
Lin,15749519,France,38,Male,128289.7,3,6,1,0,822,9149.96,1
Yewen,15684960,France,46,Female,0,1,5,1,0,559,21006.1,1
Simmons,15591286,Germany,49,Female,88826.07,1,4,1,1,731,33759.41,1
Mbadiwe,15668323,France,41,Female,143443.61,1,1,1,0,678,196622.28,1
Munro,15608528,France,68,Female,0,4,9,1,1,645,176353.87,1
Graham,15645184,France,29,Male,0,2,2,1,0,701,176943.59,0
Lombardo,15702566,Spain,26,Male,149134.46,1,8,1,1,554,177966.24,0
Kalinin,15660840,France,30,Male,124119.54,1,3,1,0,723,162198.32,0
Woodward,15750811,Germany,44,Male,116822.7,1,3,0,0,766,197643.24,0
Pirozzi,15733842,France,24,Female,103219.47,1,1,1,0,597,60420.07,0
Iweobiegbulam,15581526,France,41,Male,0,2,1,0,0,574,70550,0
Piazza,15662751,Germany,40,Female,81954.6,1,0,1,1,655,198798.44,1
Baranova,15684319,Germany,37,Female,95196.26,1,10,1,0,780,126310.39,1
Fan,15702190,Spain,43,Male,0,2,5,1,1,672,64515.5,0
Sun,15588517,France,38,Male,0,2,7,1,1,717,158580.05,0
Marino,15801863,France,32,Female,136555.01,2,2,1,1,521,129353.21,0
Donaldson,15584271,France,59,Male,0,1,5,1,1,633,137273.97,0
Burton,15700366,France,39,Male,119452.03,1,3,1,1,669,171575.54,0
Quinn,15804038,France,44,Male,0,1,9,0,1,740,96528,1
Sabbatini,15720820,Germany,24,Female,69881.09,2,9,0,1,462,64421.02,0
Brooks,15743759,France,39,Male,0,2,5,1,1,619,158444.61,0
Black,15749947,France,44,Female,0,2,7,1,1,665,66548.58,0
Schwartz,15670496,Spain,27,Female,0,2,9,0,0,655,108008.05,0
Ts'ui,15746664,Spain,20,Male,204223.03,1,8,1,0,463,128268.39,0
Sargent,15745533,France,63,Female,110314.21,2,1,1,0,799,37464,1
Udinesi,15761497,Spain,48,Female,163760.82,1,1,0,0,713,157381.14,1
Lee,15628600,Germany,31,Female,141069.18,3,1,1,1,807,194257.11,0
Taylor,15627002,France,38,Male,115934.74,1,1,1,1,728,139059.05,0
Kepley,15614635,France,52,Male,151457.88,1,2,0,1,582,40893.61,0
Ozuluonye,15731281,Germany,35,Female,154206.07,2,3,1,1,704,40261.49,0
Lassetter,15814022,France,26,Female,89928.99,1,9,1,0,714,46203.31,0
Mishina,15659194,France,30,Male,89182.09,1,8,1,1,628,13126.9,0
Trevisano,15745030,Germany,41,Male,79706.25,2,1,1,0,809,165675.01,0
Iloerika,15691817,Spain,44,Female,0,3,5,0,0,547,5459.07,1
Tan,15707488,France,27,Female,0,2,5,1,0,560,131919.48,0
Chikelu,15784700,France,31,Male,117799.28,1,7,1,1,811,182372.35,0
Lin,15710397,France,26,Male,0,2,4,1,0,584,147600.54,0
Nicholson,15687648,France,28,Male,0,2,1,0,0,691,92865.41,0
Ugoji,15732281,Germany,34,Male,146422.22,1,6,1,0,680,67142.97,1
Michel,15607230,Germany,33,Male,150186.22,2,9,1,1,588,65611.01,0
Bruce,15567630,Germany,40,Male,100275.88,1,6,1,0,721,138564.48,1
Feng,15587507,France,47,Male,0,1,6,1,0,850,187391.02,1
McDonald,15733904,France,32,Male,147493.89,1,9,1,0,529,33656.35,0
Watt,15709511,France,43,Male,0,2,8,1,0,622,100618.17,0
Goodwin,15579616,France,42,Female,0,2,8,0,1,683,198134.9,0
Arcuri,15694852,France,29,Male,121823.4,2,4,1,1,575,50368.87,0
Rapuluolisa,15589924,Spain,40,Female,0,2,1,1,1,577,108787,0
Kao,15799300,Germany,31,Male,113688.63,1,0,1,0,510,33099.41,1
Tsui,15731330,Spain,40,Female,100471.34,1,7,1,1,652,124550.88,0
Summers,15694129,Germany,28,Female,100032.52,1,3,1,0,569,5159.21,1
Cross,15620372,Spain,31,Male,0,2,3,0,0,687,48228.1,0
Osorio,15744622,France,32,Male,116358,1,8,1,0,822,108798.36,0
Bobrov,15799815,Germany,23,Female,163549.63,1,4,0,1,656,21085.12,0
Barnett,15759250,Germany,51,Male,99183.9,1,3,1,1,745,28922.25,0
Pike,15732643,Spain,53,Female,131955.07,1,1,1,1,386,62514.65,1
Gearheart,15690540,Spain,41,Female,134177.06,1,1,0,0,684,177506.66,0
Bruno,15803078,Spain,38,Female,0,2,1,1,0,635,90605.05,0
Egobudike,15652180,France,30,Male,0,2,2,1,1,582,132029.95,0
Okechukwu,15741195,Spain,19,Male,0,1,5,1,1,613,176903.35,0
Zikoranachidimma,15743490,Germany,56,Female,94348.94,1,9,1,0,795,29239.29,1
Milanesi,15575510,France,32,Female,155584.21,1,2,0,1,659,153662.88,0
Ahern,15732610,France,28,Female,0,2,6,1,0,745,154389.18,0
Dickson,15602909,Spain,41,Female,0,2,10,1,1,604,166224.39,0
Anayochukwu,15734058,Germany,32,Male,170661.47,1,9,1,1,509,21646.2,0
McDonald,15801788,Germany,29,Female,185544.36,1,6,1,0,706,171037.63,0
Fiorentini,15702462,Spain,44,Female,52831.13,1,6,1,1,619,112649.22,1
Russo,15683416,Germany,51,Male,97750.07,3,8,1,1,572,193014.26,1
Young,15794187,France,36,Male,114007.5,2,6,1,0,695,118120.88,0
Bianchi,15792989,France,71,Female,104308.77,1,1,1,1,543,25650.04,0
Fallaci,15613734,France,33,Female,84719.13,2,6,1,1,640,113048.79,0
Crawford,15606177,France,39,Male,0,2,2,1,0,672,87372.49,0
Marsh,15636700,France,39,Male,140236.98,1,9,0,1,701,146651.99,0
Kosisochukwu,15645766,Spain,25,Male,0,2,9,1,1,634,8227.91,0
Piccio,15671345,Spain,42,Female,75302.85,2,6,0,0,531,57034.35,0
Nevels,15652469,France,27,Male,0,2,1,1,0,699,93003.21,0
Kaodilinakachukwu,15749638,France,51,Female,104760.82,1,9,1,1,605,165574.54,1
Amaechi,15728706,France,49,Female,0,1,7,1,0,534,13566.48,1
P'an,15735439,Spain,31,Female,113693,1,1,0,0,449,82796.29,0
Ikemefuna,15778696,Spain,36,Female,174180.39,1,5,1,0,684,119830.08,0
Tai,15624744,Germany,42,Male,115766.26,1,9,0,0,622,72155.85,1
Winn,15584338,France,40,Female,0,2,0,1,0,714,62762.12,0
Hardy,15726178,Spain,48,Female,0,2,8,1,0,712,183235.33,0
Chiu,15794939,France,72,Female,121215.9,2,5,1,1,783,105206.48,0
Lopez,15788068,Germany,45,Male,144677.19,3,10,1,0,743,22512.44,1
Steen,15572956,France,36,Male,115350.63,1,5,1,1,683,122305.91,0
Ferri,15780386,Spain,40,Male,105683.63,1,5,1,0,654,173617.09,0
Yegorova,15791114,France,37,Male,135179.49,1,1,1,0,700,160670.37,0
Knowles,15708046,Spain,31,Male,117551.23,1,0,1,0,744,158958.9,0
May,15719779,Germany,25,Male,157404.02,2,1,1,0,645,93073.04,0
Bianchi,15591550,Spain,36,Male,77910.23,1,3,1,0,525,67238.01,0
Pipes,15639368,France,25,Male,110942.9,1,0,0,0,732,172576.56,0
Doherty,15699830,France,40,Female,0,2,7,1,1,721,122580.48,0
Yobanna,15569264,France,32,Male,179305.09,1,5,1,1,622,149043.78,0
Hsu,15595158,Germany,31,Male,150593.59,2,5,1,1,654,105218.45,0
Russell,15599126,France,43,Female,123815.86,1,0,1,1,529,78463.99,1
Payne,15650575,Spain,59,Female,0,2,6,1,1,720,160849.43,1
Windsor,15641490,Germany,25,Female,69385.17,2,8,1,0,850,87834.24,0
Bray,15680234,Germany,27,Male,138032.15,1,2,1,0,667,166317.71,0
Seleznyov,15592230,France,41,Male,0,2,3,1,1,620,137309.06,0
Wark,15626212,France,29,Male,0,1,9,1,1,616,166984.44,0
Y?,15700627,Germany,46,Female,143500.82,1,2,1,0,637,166996.46,1
Brown,15782641,Spain,29,Female,119670.18,1,3,1,0,710,188022.44,0
Huang,15784445,Spain,33,Male,99106.73,1,1,0,0,717,194467.23,0
Zito,15813681,Germany,24,Male,120135.55,2,2,1,1,786,125449.47,0
Bailey,15596649,France,39,Female,0,1,8,1,0,651,137452.57,0
Allnutt,15700460,France,55,Female,120905.03,1,4,0,1,530,123475.88,1
Christie,15724076,Spain,57,Female,0,3,5,0,0,815,38941.44,1
Pope,15784000,Germany,34,Female,102277.52,1,9,0,0,715,177852.57,1
Johnstone,15733966,Germany,55,Female,125292.53,1,4,1,1,496,31532.96,1
Bird,15612667,Spain,42,Male,0,1,0,1,0,680,136377.21,0
Jones,15654025,France,51,Female,101629.3,1,4,0,0,646,130541.1,0
Pedder,15589431,Germany,47,Male,171937.27,1,1,1,1,807,65636.92,0
Calabrese,15578238,France,47,Male,0,2,7,1,0,727,193305.35,0
Chialuka,15566269,France,25,Male,0,2,5,1,0,787,47307.9,0
McKenzie,15639217,France,34,Male,0,2,6,0,0,806,100809.99,0
Holloway,15688644,France,31,Male,129743.75,1,1,1,0,603,109145.2,0
Tang,15662426,Spain,32,Male,0,1,1,0,1,649,91167.19,1
Byrne,15720511,Germany,41,Male,151191.31,1,3,1,0,547,175295.89,1
Selwyn,15567246,Germany,32,Male,102630.13,2,3,1,1,684,127433.47,0
Genovese,15647965,France,57,Female,114023.64,2,9,1,1,477,71167.17,1
Koger,15679048,Germany,41,Male,124227.14,1,2,1,1,558,111184.67,0
Baranov,15675749,France,23,Female,0,2,1,1,1,695,141756.32,0
Greco,15782181,Spain,35,Male,80285.16,1,6,1,0,592,72678.75,1
Owens,15795738,France,31,Male,175477.15,1,4,1,1,789,172832.9,0
Y?,15773751,France,29,Female,132144.35,1,1,1,0,597,158086.33,0
Kendall,15655436,Germany,47,Male,136911.07,1,2,1,1,839,168184.62,1
Ko,15691396,Germany,31,Male,133299.67,2,5,1,1,405,72950.14,0
Tang,15796958,France,39,Male,0,2,7,1,0,658,48378.4,0
Lombardo,15801832,Germany,42,Male,117691,1,1,1,1,684,23135.65,1
Perkins,15661349,France,35,Male,0,2,10,1,0,633,65675.47,0
Feng,15719265,France,46,Male,0,2,9,1,0,589,170676.67,0
Lo,15779985,Germany,37,Female,133199.71,2,1,1,1,750,27366.77,0
Piccio,15663410,Spain,51,Male,135506.58,3,5,1,1,771,152479.64,1
Mazzanti,15704144,Germany,33,Male,127154.14,2,2,0,1,812,105383.49,0
Chukwualuka,15774104,Spain,39,Male,0,2,2,1,1,539,48189.94,0
Elliot,15812230,Germany,42,Female,49508.79,3,5,1,1,670,100324.01,0
Gratton,15742848,France,41,Male,0,1,5,1,1,673,65657.29,0
Carandini,15745326,France,62,Female,75051.49,1,3,0,0,538,17682.02,1
Robinson,15674541,Spain,52,Male,123925.23,1,8,0,0,575,111342.66,1
Lo,15728564,France,41,Male,0,2,6,0,1,682,134158.09,1
Ma,15580701,France,33,Male,153819.58,1,3,1,0,712,79176.09,1
Vinogradova,15688973,Spain,39,Female,0,2,5,1,1,598,83103.46,0
H?,15709412,Spain,30,Male,0,2,6,0,1,776,63908.86,0
Alexandrova,15607753,Spain,23,Female,70417.79,1,10,0,1,606,90896.04,0
Yang,15705352,Spain,38,Male,111484.88,1,7,1,1,686,76076.2,0
Maslova,15602500,Spain,38,Male,146343.98,1,1,0,1,850,103902.11,0
Buccho,15672437,France,72,Male,160541,2,1,1,1,642,142223.94,0
Young,15720968,Germany,27,Male,130274.26,2,2,1,0,606,147533.09,0
Barker,15730796,France,21,Female,98993.02,1,7,1,1,627,169156.64,0
Sung,15768219,Spain,36,Male,0,2,0,1,0,850,141242.57,0
Hansen,15663883,Germany,32,Male,141827.33,2,9,1,1,850,149458.73,0
Brown,15589296,France,40,Female,110054.45,1,6,1,1,724,86950.72,0
Lo Duca,15586425,France,28,Male,0,2,4,1,1,579,176925.69,0
Ellis,15679813,Spain,28,Male,0,1,1,1,0,727,40357.39,0
Korff,15681410,Germany,36,Female,98088.09,1,6,0,1,813,26687.22,1
Gardiner,15668283,France,48,Male,118317.27,4,9,0,0,642,78702.98,1
Kiernan,15624072,Spain,22,Male,0,2,10,1,0,669,176163.74,0
Thompson,15669664,Germany,54,Male,99774.5,1,1,0,0,574,4896.11,1
Mathews,15682728,France,32,Female,0,2,4,0,0,774,114899.13,0
Macrossan,15573851,France,38,Female,0,3,1,0,0,735,92220.12,1
Illingworth,15733661,Spain,27,Female,133806.54,2,8,1,0,639,6251.3,0
Bowen,15710012,Spain,44,Male,0,2,2,1,0,738,43018.82,1
Craig,15763327,France,32,Male,124993.29,2,8,1,1,835,27548.06,0
Menhennitt,15668853,Spain,44,Female,157622.58,1,0,1,1,637,120454.2,0
Moore,15639303,Germany,48,Male,126111.61,1,5,0,1,589,133961.19,0
Shoebridge,15691011,France,42,Male,161651.37,2,9,1,1,591,131753.97,0
Palermo,15638513,France,40,Female,142856.95,2,7,0,0,723,38019.74,0
Reilly,15648933,Germany,44,Male,111100.98,1,3,1,1,831,28144.07,1
Bowen,15628904,Spain,35,Male,102918.38,1,8,1,1,733,45959.86,0
Fyodorov,15644788,France,30,Female,0,2,5,1,0,731,189528.72,0
Clements,15598161,France,47,Male,0,2,10,1,0,654,170481.98,0
McKenzie,15745624,France,37,Male,0,2,4,1,0,828,94845.45,0
Craig,15733169,Spain,22,Male,125265.61,1,7,1,1,590,161253.08,0
Iloerika,15801417,France,37,Male,82500.28,1,4,1,1,657,115260.72,0
Dolgorukova,15592707,Germany,64,Female,175754.87,2,2,1,1,531,60721.4,0
Eva,15593954,France,47,Female,109387.33,1,6,0,0,516,121365.45,0
Yeh,15714431,France,37,Male,100443.36,2,1,0,1,561,101693.73,0
P'an,15638257,Spain,54,Female,83102.72,2,0,1,1,682,54132.93,0
Howe,15690939,Spain,28,Male,0,1,7,1,1,575,10666.05,0
Jenkins,15723613,France,28,Female,0,2,4,1,0,623,41227.67,0
Shih,15813640,France,40,Female,0,2,7,1,0,642,10712.82,0
Nnamdi,15707322,France,48,Female,115290.27,1,2,0,0,779,98912.69,1
Mitchell,15588918,France,42,Female,0,2,6,1,0,671,197202.48,0
Findlay,15600357,France,40,Female,140197.71,2,1,1,0,495,150720.39,0
Pisani,15747014,France,28,Female,105245.34,1,1,0,1,850,74780.13,0
Belisario,15809830,France,50,Male,0,2,8,0,1,630,79377.45,0
Pomeroy,15662245,France,32,Male,0,2,1,1,1,588,8763.87,0
Ibrahimova,15651075,Germany,35,Male,142296.13,1,3,0,1,562,177112.7,0
K?,15594456,Spain,56,Female,99097.33,1,4,1,1,740,85016.64,1
Graham,15583462,France,28,Male,171069.39,2,5,1,1,695,88689.4,0
Trevisano,15757661,France,39,Female,0,2,7,0,0,589,95985.64,0
Trevisano,15729117,France,31,Female,102523.88,1,1,1,1,607,166792.71,0
K?,15749671,France,35,Male,0,2,6,1,1,794,68730.91,0
Manning,15566253,Germany,44,Male,143391.07,1,9,0,0,580,146891.07,1
Tucker,15595153,Germany,44,Female,106022.73,2,8,0,0,644,148727.42,0
Schaffer,15698572,Spain,36,Female,0,1,1,1,0,636,43134.58,0
Esomchi,15674149,Germany,36,Male,128960.21,2,3,1,1,599,40318.33,0
Ch'ang,15623082,France,35,Female,0,2,2,1,0,507,97633.93,0
Walker,15797905,France,48,Female,0,2,7,1,0,682,65069.03,0
Chu,15746028,France,24,Female,0,2,7,1,0,714,166335,0
Crawford,15582951,France,25,Female,126442.59,1,8,1,0,696,121904.44,0
Milne,15616471,Spain,51,Male,0,1,0,1,1,599,175235.99,0
Anenechukwu,15641575,France,37,Male,127261.35,1,2,1,0,577,56185.05,0
Donaldson,15638803,Spain,32,Female,0,2,5,1,0,733,131625.14,0
Kelly,15808283,France,33,Female,0,1,4,1,0,647,152323.04,0
Ts'ao,15811200,France,34,Female,0,2,2,0,0,831,165840.94,0
Gonzalez,15733476,Germany,30,Male,73481.05,1,6,1,1,543,176692.65,0
Tai,15633274,France,34,Male,160515.37,1,7,1,0,679,121904.14,0
Muravyova,15582168,Germany,61,Female,149525.34,2,4,1,0,713,123663.63,0
Milanesi,15807269,Germany,43,Male,166522.78,1,2,0,0,690,119644.59,1
Lin,15602979,France,29,Male,135536.5,1,1,1,0,751,66825.33,0
Lambert,15660417,Germany,43,Female,120481.69,1,10,0,0,613,94875.03,1
Temple,15590199,Spain,28,Male,103421.32,1,1,0,1,701,76304.73,0
Ridley,15641794,France,33,Male,135658.73,2,5,0,1,698,39755,0
Young,15779174,France,36,Female,0,2,2,1,1,451,180142.42,0
Slye,15785547,France,28,Male,191402.82,2,8,1,0,665,83238.4,0
Pan,15795124,Germany,50,Male,94504.35,1,9,0,1,726,5078.9,0
Hsueh,15718912,Germany,44,Female,126147.84,1,5,0,1,608,132424.69,1
Roberts,15592028,France,46,Female,0,1,7,1,1,549,109057.56,0
Moss,15580227,France,33,Male,0,2,6,1,0,803,115676.61,0
Andrews,15657830,France,43,Male,87624.03,2,4,1,0,663,149401.33,0
Takasuka,15798256,France,45,Female,153697.53,2,1,0,0,558,89891.4,1
Dawson,15643819,France,25,Female,0,2,4,0,0,714,82500.84,0
Bruche,15754301,France,39,Male,0,1,5,1,0,704,6416.92,0
Oliver,15726855,Germany,45,Female,116585.97,1,9,1,0,805,189428.75,1
Ryan,15755225,Germany,34,Male,134464.58,2,9,1,0,659,178833.34,0
Sabbatini,15725221,Germany,62,Male,83008.31,1,10,1,1,738,42766.03,0
Watt,15789055,Spain,35,Male,113635.16,1,2,1,0,635,90883.12,0
Wilson,15617507,Spain,36,Female,0,2,7,1,0,530,80619.09,0
Abramova,15668894,Germany,41,Male,122552.48,2,5,0,1,661,120646.4,0
Purdy,15589563,Spain,31,Male,118899.45,2,2,0,0,531,41409.36,0
Higgins,15693162,France,29,Female,99713.87,1,5,0,0,694,112317.89,0
Marshall,15750099,France,36,Female,0,1,6,0,0,731,152128.36,0
Reye,15795540,France,36,Female,134208.22,1,2,0,1,556,177670.57,0
Chibueze,15794941,Germany,41,Female,85906.65,3,1,1,0,647,189159.97,0
Kwemtochukwu,15611848,Germany,32,Male,137714.25,1,3,0,1,850,159403.68,0
Biryukova,15581237,Spain,33,Male,160777.9,1,1,1,1,573,149536.15,0
Chidozie,15738150,France,45,Male,0,2,5,1,1,591,155492.87,0
Barber,15678571,France,21,Male,0,2,4,0,0,723,24847.02,0
Thompson,15736124,France,25,Male,102585.88,2,1,1,1,617,115387.4,0
Maslov,15623202,Germany,39,Female,102556.18,2,10,1,0,704,171971.25,1
Jones,15804201,Germany,42,Male,126772.57,1,4,0,1,457,126106.4,0
Chidumaga,15596863,Germany,38,Female,158373.23,1,3,1,1,787,28228.35,0
Hs?,15696277,France,34,Female,0,2,9,1,0,651,138113.71,0
Trentini,15748608,Germany,42,Male,141927.1,1,5,1,1,612,43018.98,0
Lucas,15723864,Spain,47,Male,109876.82,2,1,1,0,828,83611.45,1
Willoughby,15802390,France,34,Female,0,2,2,1,1,724,118863.38,0
Jamieson,15774336,Germany,44,Male,111369.79,2,9,1,1,648,91947.74,0
Robertson,15648766,Spain,35,Male,116969.35,1,3,0,0,569,94488.82,0
Ojiofor,15659094,Germany,34,Female,136729.51,2,8,0,0,765,47058.21,0
Cameron,15606397,Germany,44,Female,152086.15,1,1,0,1,577,44719.5,1
Mayne,15642619,Spain,46,Male,0,2,2,1,0,603,174478.54,0
Mancini,15666032,Spain,28,Male,127289.28,1,1,0,0,568,45611.51,0
Paramor,15595842,Germany,45,Male,119852.01,1,2,0,0,748,73853.94,1
Young,15753837,Spain,38,Male,0,2,4,1,1,573,196517.43,0
Daly,15783882,Spain,41,Female,0,2,5,0,1,771,92914.67,0
Carter,15799790,France,35,Male,0,1,9,1,1,763,31372.91,0
Dike,15628155,France,35,Female,117183.74,1,7,1,1,410,109733.73,0
Hughes,15703778,France,33,Male,129907.63,1,8,0,1,728,36083.96,0
Green,15722322,Spain,78,Female,0,2,2,0,1,655,188435.38,0
Chinomso,15639278,Germany,36,Female,145387.32,2,6,1,1,580,169963.2,1
Gorshkov,15568487,France,35,Male,124616.23,1,7,1,1,712,69320.97,0
Chinomso,15682084,France,31,Male,0,2,9,1,0,680,36145.53,0
Ijendu,15642821,Spain,48,Female,95808.19,1,8,0,0,383,137702.01,1
Yen,15601387,France,35,Male,0,2,10,1,0,721,71594.26,0
Arcuri,15642515,France,42,Female,0,2,1,0,1,620,65565.92,0
Baresi,15710421,Spain,36,Female,117152.3,1,8,0,0,774,101828.39,0
Field,15726774,France,35,Male,106250.72,1,3,0,0,563,39546.32,0
Christian,15649078,Germany,27,Female,111837.78,2,8,1,1,850,110805.79,0
Ross,15641877,France,47,Male,97023.21,1,9,1,1,681,2168.13,0
